time,temperature,temperature_min (°C),temperature_max (°C)
8/6/2019,30.1,23.8,36.5
8/7/2019,29.4,23.3,35.1
8/8/2019,30.9,24.8,36.8
8/9/2019,31.5,24.6,37.9
8/10/2019,32,25.4,37.7
8/11/2019,31.9,24.1,38.4
8/12/2019,32.2,25.5,38.7
8/13/2019,31.7,24.8,38.1
8/14/2019,32.6,24.7,39.5
8/15/2019,35.3,28.8,42
8/16/2019,32.8,25.7,40.2
8/17/2019,31.3,24.4,38.3
8/18/2019,30.1,24.9,36.3
8/19/2019,28.7,23,34.1
8/20/2019,30,23.8,36.4
8/21/2019,30.5,24.5,36.3
8/22/2019,30.4,24.2,37.1
8/23/2019,30.3,23.2,37.1
8/24/2019,31,24.1,37.4
8/25/2019,31.7,25.2,37.7
8/26/2019,31.5,24.5,38
8/27/2019,31.2,24.7,37.4
8/28/2019,31.3,25.3,37.7
8/29/2019,31,24.8,38
8/30/2019,30.7,23.6,37.6
8/31/2019,30.1,23.9,36.4
9/1/2019,30.7,24.3,36.9
9/2/2019,29.8,23.5,36
9/3/2019,29.2,23.2,35
9/4/2019,29.6,23.5,35.9
9/5/2019,30.2,23.6,36.8
9/6/2019,31.7,26.1,38.3
9/7/2019,29.8,24.2,35.8
9/8/2019,29.2,24.5,35.2
9/9/2019,28.8,23.9,35.1
9/10/2019,28.9,23.8,35.1
9/11/2019,28.4,22.8,35
9/12/2019,28.6,22.9,35.8
9/13/2019,28.3,23.7,34.3
9/14/2019,27.7,22.9,32
9/15/2019,28.4,23.4,33.4
9/16/2019,28.6,22.8,34.1
9/17/2019,28.9,23.2,35.1
9/18/2019,28,21.1,35.6
9/19/2019,28.2,22.3,35.2
9/20/2019,28.1,23,34.4
9/21/2019,27.6,22.1,35
9/22/2019,27.8,23.4,33.3
9/23/2019,27.5,21.8,33.9
9/24/2019,27,21.9,33.4
9/25/2019,26.9,19.4,34.3
9/26/2019,29.7,24.2,36.8
9/27/2019,28.3,22.5,34.2
9/28/2019,27.8,23.5,33.2
9/29/2019,27.8,23,34.7
9/30/2019,26.6,21.3,32.8
10/1/2019,26,20.8,31.9
10/2/2019,26.7,20.6,32.9
10/3/2019,28.9,22.8,34.8
10/4/2019,29.6,23.5,35.3
10/5/2019,29,22.6,35.8
10/6/2019,27.4,20.7,34.5
10/7/2019,26.3,20.8,31.9
10/8/2019,27.7,21.1,34.1
10/9/2019,27.4,22.2,33.3
10/10/2019,26.3,21.2,32.6
10/11/2019,27,22.3,33.9
10/12/2019,27.2,20.1,35.2
10/13/2019,27.7,21.4,34.9
10/14/2019,27.3,21.3,34.3
10/15/2019,27.4,21.3,34
10/16/2019,27.3,22.5,33.5
10/17/2019,26.2,20,32.7
10/18/2019,25.8,20.1,32.1
10/19/2019,27.1,21.3,33.4
10/20/2019,28.3,21.7,34.6
10/21/2019,27.8,22.3,33.6
10/22/2019,24.8,22.1,29.2
10/23/2019,20.6,18.1,24.9
10/24/2019,21,17.8,25.5
10/25/2019,21.1,18.8,25.6
10/26/2019,22,19.5,26.5
10/27/2019,21.7,18.5,27.3
10/28/2019,21.3,17.2,26.2
10/29/2019,21.7,16.5,27.1
10/30/2019,21.8,16.9,27
10/31/2019,21.9,18,27.5
11/1/2019,21.5,15.4,27.5
11/2/2019,24.5,18.7,30.6
11/3/2019,24.5,18.5,30.7
11/4/2019,24.3,18.3,30.9
11/5/2019,23.1,18,29.8
11/6/2019,23.5,19.1,29.4
11/7/2019,24.2,19.2,30.4
11/8/2019,24,18.9,30.2
11/9/2019,24,19.2,30.4
11/10/2019,23.6,18.3,29.9
11/11/2019,24.1,18.8,31.1
11/12/2019,25.9,20.2,32.4
11/13/2019,25.2,18.1,32.6
11/14/2019,25.9,21,32
11/15/2019,22.1,18,26.8
11/16/2019,21.3,16.5,26.9
11/17/2019,21.4,16.4,26.7
11/18/2019,22.2,16.9,28.3
11/19/2019,19.4,13.3,26.1
11/20/2019,18.1,11.8,25.1
11/21/2019,18.5,13.1,25.1
11/22/2019,19.8,13.8,25.5
11/23/2019,19.4,14,24.7
11/24/2019,19.9,14.1,25.2
11/25/2019,22.4,16,29.6
11/26/2019,22,17.2,27.7
11/27/2019,18.9,13.8,24
11/28/2019,19.1,14,24.5
11/29/2019,20,14.8,25
11/30/2019,19.3,14.1,24.9
12/1/2019,19.3,14.8,23.2
12/2/2019,19.1,15.8,24
12/3/2019,17.6,13.7,22.2
12/4/2019,18.1,12.3,23.8
12/5/2019,18.7,13.2,24.3
12/6/2019,18.4,15.3,22.2
12/7/2019,18.4,14.5,22.4
12/8/2019,17.7,14.4,21.2
12/9/2019,18.2,14.2,22.4
12/10/2019,19,14.6,24.4
12/11/2019,17,13,20.9
12/12/2019,15.4,12.4,19.5
12/13/2019,15,10.8,20.3
12/14/2019,14.5,8.9,20.2
12/15/2019,15,11.3,18.4
12/16/2019,15.1,9.8,20.7
12/17/2019,15.8,10.9,21.5
12/18/2019,16.5,12.2,21.9
12/19/2019,16.5,12,23.1
12/20/2019,14.9,8.7,22.2
12/21/2019,14.7,8.7,21.6
12/22/2019,15.7,10.7,21.5
12/23/2019,14.7,9.4,20.5
12/24/2019,15.4,10.5,20.4
12/25/2019,15.3,11.5,19.3
12/26/2019,16.4,13.6,20.2
12/27/2019,15,11.4,19.1
12/28/2019,13.8,8.9,18.5
12/29/2019,14.7,9.9,19.4
12/30/2019,14.3,10.8,17.6
12/31/2019,12.8,7.1,18.7
1/1/2020,14,10.4,18.5
1/2/2020,12.5,7.7,17.1
1/3/2020,11.8,7.4,16
1/4/2020,12.6,9.5,16.7
1/5/2020,12.1,7,17.4
1/6/2020,13.2,8.4,18.3
1/7/2020,13,10.6,16.4
1/8/2020,12.1,7.2,17
1/9/2020,12,8.8,15.8
1/10/2020,12.3,8.3,17.5
1/11/2020,13,7,18
1/12/2020,13.7,11,18
1/13/2020,13.9,9.1,19.4
1/14/2020,15.2,10.8,19.6
1/15/2020,17.1,12.7,23.2
1/16/2020,16,12.5,18.5
1/17/2020,14.4,11.1,18.5
1/18/2020,13.7,11.2,18
1/19/2020,13,9.3,17.1
1/20/2020,13.6,9.8,18.1
1/21/2020,13.7,10.9,17.5
1/22/2020,12.8,8.3,17.5
1/23/2020,13.3,8.3,18
1/24/2020,14.1,10.2,18.3
1/25/2020,11.9,6.5,17.2
1/26/2020,13,7,18.3
1/27/2020,13.7,8.5,19.8
1/28/2020,13.9,8.4,19.5
1/29/2020,14.7,9.8,20.1
1/30/2020,15.1,9.7,20.1
1/31/2020,14.4,10,21
2/1/2020,14.3,8.3,20.4
2/2/2020,14.4,9.2,20
2/3/2020,14.9,9.2,20.9
2/4/2020,15.9,11.2,21.4
2/5/2020,16.4,10.8,22
2/6/2020,17.8,13.7,23.8
2/7/2020,15.6,13.3,18.2
2/8/2020,12.9,9.2,17.3
2/9/2020,12.3,9.1,16.1
2/10/2020,12.8,10.3,15.6
2/11/2020,13.7,9.6,18.4
2/12/2020,15,9.2,20.9
2/13/2020,17.7,11.6,24.6
2/14/2020,16.8,12.3,22.1
2/15/2020,16.1,10.3,23.1
2/16/2020,16.5,12.3,20.4
2/17/2020,16.1,12.3,20.9
2/18/2020,14.5,10.8,19.3
2/19/2020,14.2,10.3,18.8
2/20/2020,14.7,9.7,20.1
2/21/2020,15.4,10.2,21.3
2/22/2020,14.6,9.7,19
2/23/2020,14.9,12.5,19
2/24/2020,12.4,9.2,15.7
2/25/2020,13.6,9.7,19.5
2/26/2020,15.3,9.9,21.8
2/27/2020,18,11.9,24.5
2/28/2020,19.3,13.4,26.3
2/29/2020,16,10.7,20.6
3/1/2020,15.9,10.5,21.3
3/2/2020,15.9,10.3,22.1
3/3/2020,17.3,10.8,24.8
3/4/2020,18.4,9.3,26.7
3/5/2020,21.4,16.4,27.6
3/6/2020,17.9,14.5,20.7
3/7/2020,17.6,13.2,23
3/8/2020,19.1,11.7,26.9
3/9/2020,21.6,13.9,31.7
3/10/2020,17.8,11.8,23.7
3/11/2020,18,12.9,25.7
3/12/2020,16.6,13.1,20.8
3/13/2020,15.2,12.2,19.2
3/14/2020,17.9,14.6,22.3
3/15/2020,19,15,24.5
3/16/2020,19.2,14.1,25.3
3/17/2020,15.4,12.6,18.7
3/18/2020,14.6,10.8,19.8
3/19/2020,14.1,9.7,20
3/20/2020,12.6,8.4,17.1
3/21/2020,13.7,9.3,19.3
3/22/2020,14.9,7.4,21.8
3/23/2020,22.3,13.4,30.1
3/24/2020,20.5,14.6,27.1
3/25/2020,18.4,12.4,24.7
3/26/2020,20.9,15.4,29.5
3/27/2020,21.7,16.3,27.9
3/28/2020,18.5,15,23.6
3/29/2020,19.5,12,26.8
3/30/2020,23.5,16.3,31.2
3/31/2020,24.8,18,31.1
4/1/2020,19.7,14.9,25.1
4/2/2020,20,14.9,25.7
4/3/2020,22.2,14.3,29.1
4/4/2020,27,19.3,35.4
4/5/2020,25.6,19.8,29.2
4/6/2020,20.7,15.1,26.6
4/7/2020,19.2,14,24.7
4/8/2020,18.6,13.3,24
4/9/2020,18.6,14,22.9
4/10/2020,17.7,13.1,22.6
4/11/2020,18.3,12.4,24.5
4/12/2020,19.6,13.2,26.1
4/13/2020,19.9,14,26.2
4/14/2020,20,13.2,27.6
4/15/2020,22.1,14.9,29.2
4/16/2020,22.3,17,28.1
4/17/2020,21,15.5,28.1
4/18/2020,21.6,14.7,29.1
4/19/2020,22.2,15.3,29.5
4/20/2020,22.5,14.8,30.9
4/21/2020,25.5,17.3,33.7
4/22/2020,27.1,19.6,34.6
4/23/2020,23,16.4,30.4
4/24/2020,25.1,19.1,35
4/25/2020,20.3,16.1,25.9
4/26/2020,20.6,14.5,26.3
4/27/2020,23.2,16,28.9
4/28/2020,24.4,18.9,31
4/29/2020,21.6,16.2,28.1
4/30/2020,22.6,14.8,30.3
5/1/2020,25.7,18.1,32.5
5/2/2020,24.6,17.9,31.8
5/3/2020,24.6,16.9,32
5/4/2020,26.2,19.2,32.9
5/5/2020,22.3,18.4,28.3
5/6/2020,22,15.8,28.4
5/7/2020,24.6,16.1,32.5
5/8/2020,27.4,20,35.9
5/9/2020,23.5,18,30.4
5/10/2020,23.3,16.5,31
5/11/2020,24.4,16.4,32.6
5/12/2020,26.1,17.3,35.9
5/13/2020,27.6,19.5,37.2
5/14/2020,27.8,19.1,37.1
5/15/2020,28.2,21.1,36.7
5/16/2020,30.7,22.1,39.8
5/17/2020,33,24.6,41.6
5/18/2020,33.4,25.9,42.1
5/19/2020,34.1,25,42.8
5/20/2020,36.9,31,43.2
5/21/2020,36.9,28.8,43.4
5/22/2020,29.4,22.9,37.1
5/23/2020,25.7,20.9,32.4
5/24/2020,23.7,18.9,29.8
5/25/2020,23.9,16,31.1
5/26/2020,26,18.6,33.4
5/27/2020,25.9,18.9,32.9
5/28/2020,24.6,18.7,30.8
5/29/2020,23.5,17.9,29.1
5/30/2020,23.3,16.7,29.9
5/31/2020,24.5,17,32.2
6/1/2020,29.1,19.2,37.5
6/2/2020,26.6,20.6,31.7
6/3/2020,26.6,19.6,32.7
6/4/2020,27.1,20.7,34.3
6/5/2020,25.8,19.3,33
6/6/2020,27.2,17.8,36.2
6/7/2020,32.8,24.3,40.9
6/8/2020,28.6,21,36.3
6/9/2020,28.2,19.8,36.3
6/10/2020,30.6,21.4,39.2
6/11/2020,30.3,23.4,37
6/12/2020,30.4,21.8,36.9
6/13/2020,32.1,26.8,37.8
6/14/2020,27.6,20.9,34.7
6/15/2020,27.9,20.6,35
6/16/2020,29.4,21.3,36.4
6/17/2020,33.4,24.8,42.4
6/18/2020,27.3,21.9,33.4
6/19/2020,27.4,20.9,33.5
6/20/2020,28.5,20.7,36.2
6/21/2020,32.4,22.2,41.7
6/22/2020,30.5,23.2,37.4
6/23/2020,30.6,23,37.9
6/24/2020,28.9,21.8,36.4
6/25/2020,27.6,22.1,34.3
6/26/2020,29.1,22.5,36.8
6/27/2020,30,21.9,37.9
6/28/2020,30,21.8,38.2
6/29/2020,30,22.3,36.9
6/30/2020,29.2,21.7,35.8
7/1/2020,29.9,21.5,37.2
7/2/2020,32.1,23.5,39.6
7/3/2020,32.2,23.4,39.2
7/4/2020,31.7,23.9,38.4
7/5/2020,31.6,23.6,39.7
7/6/2020,31.4,23.8,38
7/7/2020,32.6,25.9,39.4
7/8/2020,31,24.9,36.9
7/9/2020,29.2,23.5,35.1
7/10/2020,31.1,25.3,37.6
7/11/2020,31.4,23.5,38.9
7/12/2020,30.1,23,36.6
7/13/2020,30.2,23,37.2
7/14/2020,30.4,22.6,37.9
7/15/2020,30.9,23.9,37.8
7/16/2020,29.1,22.9,36.3
7/17/2020,29.1,22.1,36.8
7/18/2020,29.7,22.6,36.8
7/19/2020,30.1,22.4,37.7
7/20/2020,31,23.7,38.7
7/21/2020,30.5,23.1,38.7
7/22/2020,30.7,23.5,38.4
7/23/2020,31.4,23.7,39.7
7/24/2020,31.7,23.6,39.4
7/25/2020,31.2,23.6,38.2
7/26/2020,31.1,23.4,38.7
7/27/2020,30.7,23.4,38.9
7/28/2020,31.6,23.7,39.6
7/29/2020,32.2,24.3,39.6
7/30/2020,32.9,24.4,41
7/31/2020,33.1,25.1,41.2
8/1/2020,32.6,25.7,39
8/2/2020,31.9,25,38.1
8/3/2020,32.8,25.2,40.9
8/4/2020,32.9,25.8,39.8
8/5/2020,30.6,23.9,37.4
8/6/2020,31.3,23.8,39
8/7/2020,33.1,24.6,42.6
8/8/2020,33,25.5,40.8
8/9/2020,31,24.9,37.5
8/10/2020,31.6,25.6,37.4
8/11/2020,30.9,25.4,37.2
8/12/2020,30.8,24.6,37.1
8/13/2020,30.8,23.9,37.4
8/14/2020,31.7,24.3,38.8
8/15/2020,31.5,24.2,38.4
8/16/2020,32.1,24.6,39.2
8/17/2020,31.4,23.7,38.8
8/18/2020,30.4,23.9,37.6
8/19/2020,29.6,23.3,36.3
8/20/2020,30.1,23.1,37.1
8/21/2020,30.1,23.4,37.3
8/22/2020,29.9,23.6,37.1
8/23/2020,30.7,23.5,36.9
8/24/2020,31.4,24.2,37.4
8/25/2020,31.6,24.4,38.2
8/26/2020,31.1,23.9,38.2
8/27/2020,30.2,24.5,35.5
8/28/2020,30.2,23.8,36.9
8/29/2020,30.4,23.5,37.6
8/30/2020,32.2,25.2,40
8/31/2020,32.2,24.4,39.8
9/1/2020,31.6,24.4,39.2
9/2/2020,31.6,24.6,38
9/3/2020,31.1,24,37.9
9/4/2020,32.6,25.7,40.7
9/5/2020,32.8,25.1,41.3
9/6/2020,31.2,24.2,38.6
9/7/2020,31.4,24.8,38.4
9/8/2020,31.4,25.4,39.1
9/9/2020,31,24,38
9/10/2020,30.2,24.6,36.2
9/11/2020,30.7,24.3,36.2
9/12/2020,31.2,25.1,36.9
9/13/2020,30.3,23.3,37.3
9/14/2020,29.8,24.8,36.2
9/15/2020,29.4,23.1,36.1
9/16/2020,29.8,22.4,37.2
9/17/2020,30.9,24,38.4
9/18/2020,31.2,24.3,39.2
9/19/2020,30.5,24.5,38.1
9/20/2020,29.9,23.8,36.7
9/21/2020,30.4,24,36
9/22/2020,29.6,24,35.6
9/23/2020,28.6,24.1,34.4
9/24/2020,28.2,22.4,34.4
9/25/2020,28.8,23,35.8
9/26/2020,28.4,22.2,34
9/27/2020,29,22.7,36.1
9/28/2020,30.6,23.7,39.4
9/29/2020,31.2,23.5,39.6
9/30/2020,30.9,23.3,38.6
10/1/2020,28.6,23.3,34.7
10/2/2020,27.6,22.2,32.5
10/3/2020,27.5,22,33.3
10/4/2020,27.1,20.7,33.8
10/5/2020,27.3,21.3,33.8
10/6/2020,27.6,21.1,34.8
10/7/2020,28.9,21.1,36.9
10/8/2020,30.3,22.5,38.4
10/9/2020,29.3,22.2,37.3
10/10/2020,28,23.4,34.1
10/11/2020,26.6,21.5,31.4
10/12/2020,26,20.2,31.5
10/13/2020,26.3,20.6,31.8
10/14/2020,26.4,20.2,32.7
10/15/2020,26.8,21.2,33.1
10/16/2020,25.9,21.6,31.2
10/17/2020,25.3,19.6,31.8
10/18/2020,25.1,18.2,32
10/19/2020,26.7,21,33.9
10/20/2020,27.5,22.6,33.7
10/21/2020,26.6,22.2,32.7
10/22/2020,26.1,20.1,31.8
10/23/2020,25.9,19.8,32.1
10/24/2020,24.2,19.9,28.9
10/25/2020,24,19.7,29
10/26/2020,25.2,19.5,30.2
10/27/2020,25.3,20.1,30.7
10/28/2020,25.1,20,30.5
10/29/2020,25.4,20.1,30.8
10/30/2020,25,20.6,30.3
10/31/2020,24.3,20.7,28.9
11/1/2020,23.3,20.6,29
11/2/2020,23.3,18.4,28.3
11/3/2020,22.3,18.5,26.4
11/4/2020,22.2,17.9,27.3
11/5/2020,21.8,18.2,25.7
11/6/2020,21.4,18.2,25
11/7/2020,20.8,17.2,24.4
11/8/2020,21.7,17.8,26.2
11/9/2020,21.4,18.4,25.7
11/10/2020,21.2,16.8,25.8
11/11/2020,21.1,16.6,25.8
11/12/2020,21.4,15.6,26.6
11/13/2020,21.4,15.9,26.5
11/14/2020,20.6,15.5,26.2
11/15/2020,19.6,14.9,24.2
11/16/2020,19.4,15,24.2
11/17/2020,19.7,14.7,25.1
11/18/2020,20.8,15.4,27.1
11/19/2020,20.2,15.6,25.1
11/20/2020,18.3,15.3,22.6
11/21/2020,17.2,12.7,21.9
11/22/2020,18.6,14.1,23.9
11/23/2020,19.3,13.8,24.8
11/24/2020,20.6,16.7,25
11/25/2020,18.1,14.1,22.6
11/26/2020,17.6,13.6,22.3
11/27/2020,17.7,13.8,21.8
11/28/2020,17.3,12.8,21.9
11/29/2020,17.9,13,22.6
11/30/2020,18,12.2,22.8
12/1/2020,17.5,13.2,22.5
12/2/2020,18.2,13.6,22.3
12/3/2020,18.3,12.8,23.6
12/4/2020,17.7,12.8,22.5
12/5/2020,17.9,12.4,23.4
12/6/2020,17.7,11.9,23
12/7/2020,20.7,15.5,27.7
12/8/2020,18.7,15,24.3
12/9/2020,18,13.1,23.3
12/10/2020,17.5,10.5,23.9
12/11/2020,19.1,14.1,26.3
12/12/2020,18.2,13.1,24
12/13/2020,21.1,14.5,28.5
12/14/2020,19.1,15.9,21.7
12/15/2020,17,13,21.1
12/16/2020,17,14.5,20.4
12/17/2020,17,12.5,21.9
12/18/2020,17,11.9,22.4
12/19/2020,16.8,12.3,22
12/20/2020,16.7,13,22
12/21/2020,16.6,11.1,22.4
12/22/2020,17,12.2,22.6
12/23/2020,16.4,13,21.3
12/24/2020,16.1,11.3,20.5
12/25/2020,16,10.6,21
12/26/2020,16.5,11.3,23.3
12/27/2020,16.7,10.1,23.9
12/28/2020,16.1,11.1,21.7
12/29/2020,15.8,10.6,22.1
12/30/2020,15.8,10.8,22.1
12/31/2020,15.6,10,21.7
1/1/2021,16.4,12,21.9
1/2/2021,17,11.5,22.7
1/3/2021,16.8,12.4,22.4
1/4/2021,17.6,13.7,23.2
1/5/2021,17.8,12.4,24.5
1/6/2021,19,14.6,25.4
1/7/2021,19.3,14,25.9
1/8/2021,19.1,12.7,25.5
1/9/2021,16.8,11.9,23.7
1/10/2021,18.1,13.6,24.2
1/11/2021,18.9,13.7,25.8
1/12/2021,20.7,13.9,27.9
1/13/2021,19.9,16.2,24.4
1/14/2021,15.4,11.2,19.1
1/15/2021,15,10.4,19.4
1/16/2021,15,10.3,20
1/17/2021,14.9,10.2,19.6
1/18/2021,13.4,8.8,17.8
1/19/2021,13.5,9,18.9
1/20/2021,13,9.7,17
1/21/2021,12.3,6.4,17.8
1/22/2021,13.2,8.3,19.1
1/23/2021,13.3,6.3,20.5
1/24/2021,14.4,9.8,20.1
1/25/2021,14.8,8.8,20.8
1/26/2021,15.6,9.7,22.3
1/27/2021,16.1,10.8,22.9
1/28/2021,14,9.3,18.1
1/29/2021,13.7,11.6,16.7
1/30/2021,13.9,8.5,19.5
1/31/2021,16.7,10.9,23.7
2/1/2021,19.8,12.2,27.4
2/2/2021,19.7,11.4,27.6
2/3/2021,20.7,13.8,26.6
2/4/2021,15.6,11.2,20.6
2/5/2021,16.9,13.4,22.4
2/6/2021,16.4,11.7,22
2/7/2021,16.3,11.3,23
2/8/2021,19.5,11.7,27.7
2/9/2021,21.9,15.3,28.7
2/10/2021,18.6,11.6,25.8
2/11/2021,17.5,11.8,24.4
2/12/2021,17.4,12.5,23.9
2/13/2021,16.8,12.6,22.2
2/14/2021,16.2,9.9,22.5
2/15/2021,16.1,9.6,21.9
2/16/2021,12.5,8.4,15.3
2/17/2021,9.3,6.2,13.2
2/18/2021,11.9,8.3,15.9
2/19/2021,12.9,10.5,17.1
2/20/2021,13.4,8.6,18.8
2/21/2021,13.5,8.4,18.7
2/22/2021,14.8,9.9,19.4
2/23/2021,13.6,9.1,18.4
2/24/2021,15,10,21.6
2/25/2021,16.2,11.4,22
2/26/2021,16,10.5,21.9
2/27/2021,16.9,12.2,23
2/28/2021,16.1,11.6,21.1
3/1/2021,16.1,10,23
3/2/2021,15.6,10.9,21.3
3/3/2021,14,9.7,18.7
3/4/2021,13.8,7.8,19.9
3/5/2021,16.4,10.3,22.2
3/6/2021,17.3,10.4,24.7
3/7/2021,17.2,11.3,24.5
3/8/2021,17.7,10.7,24.3
3/9/2021,22.6,15.5,30.3
3/10/2021,26.1,18.2,35.3
3/11/2021,21,15.1,27.9
3/12/2021,17.5,13.2,22.7
3/13/2021,16.6,10.3,23
3/14/2021,17.2,10.3,24.5
3/15/2021,19.6,13.3,26.6
3/16/2021,19,12.6,25.3
3/17/2021,18.4,11.4,24.5
3/18/2021,18,13,23.2
3/19/2021,18.5,12,24
3/20/2021,23.1,15.1,31.9
3/21/2021,26.1,16.9,34
3/22/2021,31.8,28.3,36.1
3/23/2021,26.8,17.7,33.8
3/24/2021,17.6,14.1,21.8
3/25/2021,15.9,9.6,20.7
3/26/2021,15,11.3,18.6
3/27/2021,14.6,7.5,21.5
3/28/2021,15.9,11.2,21.5
3/29/2021,16,9.9,22.3
3/30/2021,17.3,11.5,22.8
3/31/2021,16.2,11,21.9
4/1/2021,16.5,10.4,21.7
4/2/2021,16.1,10.2,21.6
4/3/2021,17.7,10.9,24.6
4/4/2021,20.7,12.6,28
4/5/2021,23.1,13.7,32.6
4/6/2021,25.2,14.5,34.4
4/7/2021,26.9,19.6,35
4/8/2021,21.6,14.9,28.8
4/9/2021,18.7,12.7,26.4
4/10/2021,16.1,13.1,21.1
4/11/2021,16.3,10.6,22.2
4/12/2021,17.1,10.7,24
4/13/2021,17.8,10.4,24.4
4/14/2021,19.9,12.8,27.3
4/15/2021,21.8,13,30.8
4/16/2021,25.3,16.8,33.8
4/17/2021,27.3,19.7,35.6
4/18/2021,31.9,22.4,40.9
4/19/2021,34.1,27.4,41.5
4/20/2021,26.4,20.3,33.6
4/21/2021,22,15.7,30.1
4/22/2021,21.1,14.8,29.5
4/23/2021,21.3,13.7,29.8
4/24/2021,23.5,14.6,32.8
4/25/2021,27.4,16.9,37.4
4/26/2021,22.6,17.9,28.5
4/27/2021,21.9,15.7,29.7
4/28/2021,24.1,15.1,33.1
4/29/2021,27.2,18.2,36.7
4/30/2021,29.3,19.9,38.9
5/1/2021,30.6,22,38.9
5/2/2021,29.6,20.3,37.3
5/3/2021,31.2,21.1,40
5/4/2021,32.6,23,41.7
5/5/2021,33.1,24.6,40.9
5/6/2021,31.1,22.7,39.1
5/7/2021,31.1,23.1,38.7
5/8/2021,33.4,23,42.6
5/9/2021,34.6,29.5,41.7
5/10/2021,28.2,20.8,35.9
5/11/2021,26.1,19.1,33
5/12/2021,25.2,18.1,32.6
5/13/2021,25.8,17,33.8
5/14/2021,26.6,17.6,35.2
5/15/2021,27.6,18.9,35.8
5/16/2021,30.6,22.2,39.4
5/17/2021,25.5,19.4,32.6
5/18/2021,25.9,18.4,34.3
5/19/2021,26.7,18.5,35.2
5/20/2021,27.9,19,36.7
5/21/2021,27.4,18.6,36
5/22/2021,24.7,20.2,30.9
5/23/2021,25.1,18.8,32.1
5/24/2021,26.4,17.8,34.2
5/25/2021,27.5,18.9,35.8
5/26/2021,29.2,19.9,37.9
5/27/2021,29.8,20.4,37.9
5/28/2021,28.4,20.6,35.1
5/29/2021,27.7,20.3,34.4
5/30/2021,30.1,20.8,37.4
5/31/2021,33.4,27.4,40.5
6/1/2021,28.7,20.8,36.2
6/2/2021,27,20.4,33.8
6/3/2021,25.6,18.5,32.7
6/4/2021,25.1,18,32.8
6/5/2021,25.9,18.6,32.9
6/6/2021,26.1,18.8,33.1
6/7/2021,26.1,17.8,33.9
6/8/2021,27.6,18.6,36
6/9/2021,31.6,21.9,39.8
6/10/2021,30.7,22.8,37.7
6/11/2021,29.6,21.8,37.7
6/12/2021,29.3,21.7,37.5
6/13/2021,28.5,21.4,35.9
6/14/2021,27,19.8,33.2
6/15/2021,27.4,20,33.9
6/16/2021,27.2,20.3,34
6/17/2021,26.1,18.9,33.3
6/18/2021,27.4,20.5,35.3
6/19/2021,28,19.7,35.5
6/20/2021,29.6,21.2,36.2
6/21/2021,30.3,22.7,36.9
6/22/2021,30.1,22.6,36.4
6/23/2021,30,22.4,36.5
6/24/2021,30.8,22.7,38.4
6/25/2021,30.5,22.6,37.1
6/26/2021,30.8,22.1,38.2
6/27/2021,32.9,23.9,40.8
6/28/2021,33.2,24.4,41.3
6/29/2021,32.3,23.5,40.1
6/30/2021,32.4,23.8,39.9
7/1/2021,33.1,24.3,40.7
7/2/2021,34,23.7,42.8
7/3/2021,33.2,26.6,41.2
7/4/2021,30.1,22.9,37.7
7/5/2021,29.7,22,36.8
7/6/2021,30.3,21.7,38.4
7/7/2021,31.5,23.3,38.9
7/8/2021,31.3,23.4,38
7/9/2021,31.7,24.7,37.6
7/10/2021,30.7,23.7,37.5
7/11/2021,30.8,23.5,37.2
7/12/2021,31.6,24,38.1
7/13/2021,31,23,38.1
7/14/2021,30.7,22.7,37.6
7/15/2021,31.7,22.6,39.6
7/16/2021,33.2,24.8,40.2
7/17/2021,32.8,25.3,39.3
7/18/2021,32.4,24.1,39.3
7/19/2021,32.8,24.8,39.6
7/20/2021,33.7,27.5,39.3
7/21/2021,32.7,26.2,38.9
7/22/2021,30.8,24.9,36.4
7/23/2021,30.6,25.1,36.8
7/24/2021,29.5,24.6,35.3
7/25/2021,29.7,23.5,36
7/26/2021,30.2,23.8,36.5
7/27/2021,31.3,24,38.2
7/28/2021,31.9,23.3,39.4
7/29/2021,31.8,23.6,38.9
7/30/2021,32.3,24.3,39.3
7/31/2021,32.7,24.5,40.1
8/1/2021,33.9,25.3,40.8
8/2/2021,33.3,24.7,40.4
8/3/2021,34.6,26.5,40.9
8/4/2021,36,27.1,42.8
8/5/2021,36.4,27.9,43.2
8/6/2021,35.7,27.7,42.1
8/7/2021,34.2,26.6,42.2
8/8/2021,31.8,24.6,38.6
8/9/2021,31.2,24,37.9
8/10/2021,31.9,24.6,38.7
8/11/2021,32.2,24.4,38.9
8/12/2021,32.6,25.4,39.2
8/13/2021,33.1,26.7,39.4
8/14/2021,31.3,24.2,37.9
8/15/2021,31.8,24.2,38.6
8/16/2021,31.3,24,38.6
8/17/2021,30.4,23.2,37
8/18/2021,29.5,22.8,35.6
8/19/2021,30.1,22.5,37.9
8/20/2021,31,23.7,38.2
8/21/2021,32,23.8,39.9
8/22/2021,31.2,24.1,38.7
8/23/2021,29.7,22.9,36.4
8/24/2021,29.6,23.2,35.7
8/25/2021,30.3,24.9,36.1
8/26/2021,30.8,23.6,37.7
8/27/2021,31.2,24.4,38.2
8/28/2021,31.1,23.7,38.3
8/29/2021,31.8,23.7,39.3
8/30/2021,31,24.9,37.2
8/31/2021,30,23.5,37.1
9/1/2021,29.7,22.9,36.8
9/2/2021,29.8,23.2,37
9/3/2021,29.5,22.3,36.9
